Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0001964	Lflavo2a006908P2, Lflavo2a006908P3	lcl|NW_015149109.1_prot_XP_015187882.1_19007, lcl|NW_015149109.1_prot_XP_015187883.1_19009, lcl|NW_015149109.1_prot_XP_015187879.1_19005, lcl|NW_015149109.1_prot_XP_015187880.1_19006, lcl|NW_015149109.1_prot_XP_015187881.1_19008
OG0001965	Lflavo2a007061P3, Lflavo2a007061P2, Lflavo2a007061P4	lcl|NW_015149038.1_prot_XP_015183090.1_14671, lcl|NW_015149038.1_prot_XP_015183092.1_14672, lcl|NW_015149038.1_prot_XP_015183093.1_14673
OG0001966	Lflavo2a006945P1	lcl|NW_015149007.1_prot_XP_015178144.1_10340
OG0001966	Lflavo2a000661P1	lcl|NW_015148990.1_prot_XP_015174836.1_7356, lcl|NW_015148990.1_prot_XP_015174833.1_7357, lcl|NW_015148990.1_prot_XP_015174835.1_7358, lcl|NW_015148990.1_prot_XP_015174837.1_7359
OG0001967	Lflavo2a000713P2, Lflavo2a000713P6, Lflavo2a000713P3, Lflavo2a000713P1	lcl|NW_015149074.1_prot_XP_015186173.1_17480
OG0001968	Lflavo2a011613P1	lcl|NW_015148973.1_prot_XP_015190125.1_1908, lcl|NW_015148973.1_prot_XP_015190126.1_1909, lcl|NW_015148973.1_prot_XP_015190127.1_1910, lcl|NW_015148973.1_prot_XP_015190128.1_1911, lcl|NW_015148973.1_prot_XP_015190129.1_1912, lcl|NW_015148973.1_prot_XP_015190130.1_1913
OG0001969	Lflavo2a005924P1	lcl|NW_015148988.1_prot_XP_015174184.1_6781, lcl|NW_015148988.1_prot_XP_015174185.1_6782
OG0001970	Lflavo2a002798P1	lcl|NW_015149007.1_prot_XP_015178176.1_10194, lcl|NW_015149007.1_prot_XP_015178175.1_10195
OG0001971	Lflavo2a014162P1, Lflavo2a014162P2	lcl|NW_015148999.1_prot_XP_015176708.1_9020, lcl|NW_015148999.1_prot_XP_015176709.1_9021
OG0001972	Lflavo2a005716P1	lcl|NW_015149074.1_prot_XP_015186094.1_17417, lcl|NW_015149074.1_prot_XP_015186093.1_17418
OG0001974	Lflavo2a002846P1	lcl|NW_015149050.1_prot_XP_015184338.1_15765, lcl|NW_015149050.1_prot_XP_015184339.1_15763, lcl|NW_015149050.1_prot_XP_015184340.1_15764
OG0001975	Lflavo2a008587P1, Lflavo2a008587P2	lcl|NW_015149044.1_prot_XP_015183722.1_15256, lcl|NW_015149044.1_prot_XP_015183723.1_15257, lcl|NW_015149044.1_prot_XP_015183724.1_15258
OG0001976	Lflavo2a011463P1	lcl|NW_015149055.1_prot_XP_015184753.1_16183, lcl|NW_015149055.1_prot_XP_015184749.1_16177, lcl|NW_015149055.1_prot_XP_015184750.1_16180, lcl|NW_015149055.1_prot_XP_015184751.1_16181, lcl|NW_015149055.1_prot_XP_015184752.1_16182
OG0001977	Lflavo2a012550P1	lcl|NW_015148975.1_prot_XP_015191462.1_3197, lcl|NW_015148975.1_prot_XP_015191463.1_3198, lcl|NW_015148975.1_prot_XP_015191464.1_3199, lcl|NW_015148975.1_prot_XP_015191465.1_3200, lcl|NW_015148975.1_prot_XP_015191466.1_3201
OG0001978	Lflavo2a011926P1	lcl|NW_015149004.1_prot_XP_015177639.1_9786, lcl|NW_015149004.1_prot_XP_015177640.1_9787, lcl|NW_015149004.1_prot_XP_015177641.1_9788, lcl|NW_015149004.1_prot_XP_015177642.1_9789, lcl|NW_015149004.1_prot_XP_015177643.1_9790
OG0001979	Lflavo2a013247P1	lcl|NW_015149095.1_prot_XP_015187391.1_18576, lcl|NW_015149095.1_prot_XP_015187392.1_18577, lcl|NW_015149095.1_prot_XP_015187394.1_18578, lcl|NW_015149095.1_prot_XP_015187395.1_18579, lcl|NW_015149095.1_prot_XP_015187396.1_18580, lcl|NW_015149095.1_prot_XP_015187397.1_18581
OG0001980	Lflavo2a007317P1	lcl|NW_015148981.1_prot_XP_015172584.1_5203
OG0001981	Lflavo2a000432P1, Lflavo2a003413P1	lcl|NW_015148979.1_prot_XP_015171900.1_4541, lcl|NW_015148979.1_prot_XP_015171898.1_4543, lcl|NW_015148979.1_prot_XP_015171899.1_4542, lcl|NW_015148979.1_prot_XP_015171897.1_4545, lcl|NW_015148979.1_prot_XP_015171902.1_4544
OG0001982	Lflavo2a011098P1	lcl|NW_015149058.1_prot_XP_015185001.1_16390
OG0001982	Lflavo2a006048P1	lcl|NW_015149058.1_prot_XP_015185000.1_16389
OG0001984	Lflavo2a011332P1	lcl|NW_015148991.1_prot_XP_015174954.1_7538, lcl|NW_015148991.1_prot_XP_015174955.1_7539
OG0001985	Lflavo2a001218P1	lcl|NW_015149011.1_prot_XP_015179093.1_11279, lcl|NW_015149011.1_prot_XP_015179094.1_11282
OG0001986	Lflavo2a002222P2, Lflavo2a002222P1, Lflavo2a002222P3	lcl|NW_015148971.1_prot_XP_015176124.1_1018, lcl|NW_015148971.1_prot_XP_015176133.1_1019, lcl|NW_015148971.1_prot_XP_015176142.1_1020
OG0001987	Lflavo2a001427P1	lcl|NW_015148978.1_prot_XP_015171700.1_4356, lcl|NW_015148978.1_prot_XP_015171701.1_4357, lcl|NW_015148978.1_prot_XP_015171702.1_4358, lcl|NW_015148978.1_prot_XP_015171704.1_4359, lcl|NW_015148978.1_prot_XP_015171705.1_4360
OG0001988	Lflavo2a006944P1	lcl|NW_015149047.1_prot_XP_015183997.1_15581, lcl|NW_015149047.1_prot_XP_015183998.1_15580, lcl|NW_015149047.1_prot_XP_015183996.1_15582
OG0001989	Lflavo2a011654P1	lcl|NW_015148972.1_prot_XP_015183528.1_1400
OG0001990	Lflavo2a009192P1	lcl|NW_015149014.1_prot_XP_015179858.1_11879
OG0001990	Lflavo2a005584P1	lcl|NW_015149075.1_prot_XP_015186252.1_17523
OG0001991	Lflavo2a001711P1	lcl|NW_015148973.1_prot_XP_015190324.1_2445, lcl|NW_015148973.1_prot_XP_015190322.1_2440, lcl|NW_015148973.1_prot_XP_015190323.1_2441, lcl|NW_015148973.1_prot_XP_015190319.1_2442, lcl|NW_015148973.1_prot_XP_015190320.1_2443, lcl|NW_015148973.1_prot_XP_015190321.1_2444
OG0001992	Lflavo2a005317P1	lcl|NW_015148996.1_prot_XP_015176191.1_8451, lcl|NW_015148996.1_prot_XP_015176189.1_8452, lcl|NW_015148996.1_prot_XP_015176190.1_8453
OG0001993	Lflavo2a000840P5, Lflavo2a000840P2, Lflavo2a000840P3, Lflavo2a000840P4, Lflavo2a000840P6, Lflavo2a000840P1	lcl|NW_015149064.1_prot_XP_015185421.1_16803, lcl|NW_015149064.1_prot_XP_015185422.1_16801, lcl|NW_015149064.1_prot_XP_015185423.1_16802
OG0001994	Lflavo2a003525P1	lcl|NW_015149084.1_prot_XP_015186769.1_17976, lcl|NW_015149084.1_prot_XP_015186770.1_17977, lcl|NW_015149084.1_prot_XP_015186773.1_17979, lcl|NW_015149084.1_prot_XP_015186771.1_17978
OG0001995	Lflavo2a013213P1	lcl|NW_015148973.1_prot_XP_015190034.1_2549, lcl|NW_015148973.1_prot_XP_015190036.1_2550, lcl|NW_015148973.1_prot_XP_015190037.1_2551, lcl|NW_015148973.1_prot_XP_015190038.1_2552, lcl|NW_015148973.1_prot_XP_015190039.1_2553, lcl|NW_015148973.1_prot_XP_015190040.1_2554
OG0001996	Lflavo2a007159P1	lcl|NW_015149115.1_prot_XP_015188197.1_19291
OG0001997	Lflavo2a004650P1	lcl|NW_015148985.1_prot_XP_015173503.1_5994, lcl|NW_015148985.1_prot_XP_015173504.1_5995
OG0001998	Lflavo2a011309P1	lcl|NW_015149007.1_prot_XP_015178243.1_10321, lcl|NW_015149007.1_prot_XP_015178240.1_10318, lcl|NW_015149007.1_prot_XP_015178241.1_10319, lcl|NW_015149007.1_prot_XP_015178242.1_10320, lcl|NW_015149007.1_prot_XP_015178237.1_10317
OG0001999	Lflavo2a006939P1	lcl|NW_015149121.1_prot_XP_015188397.1_19459, lcl|NW_015149121.1_prot_XP_015188398.1_19460, lcl|NW_015149121.1_prot_XP_015188399.1_19461, lcl|NW_015149121.1_prot_XP_015188400.1_19462
OG0002000	Lflavo2a012251P1	lcl|NW_015149045.1_prot_XP_015183839.1_15391, lcl|NW_015149045.1_prot_XP_015183840.1_15392, lcl|NW_015149045.1_prot_XP_015183841.1_15393, lcl|NW_015149045.1_prot_XP_015183842.1_15394, lcl|NW_015149045.1_prot_XP_015183843.1_15395, lcl|NW_015149045.1_prot_XP_015183844.1_15396
OG0002001	Lflavo2a001386P1	lcl|NW_015148975.1_prot_XP_015191369.1_3094
OG0002002	Lflavo2a007647P1, Lflavo2a007647P2	lcl|NW_015149080.1_prot_XP_015186477.1_17778, lcl|NW_015149080.1_prot_XP_015186478.1_17776, lcl|NW_015149080.1_prot_XP_015186479.1_17777
OG0002004	Lflavo2a001111P1	lcl|NW_015149062.1_prot_XP_015185308.1_16683, lcl|NW_015149062.1_prot_XP_015185307.1_16682, lcl|NW_015149062.1_prot_XP_015185309.1_16684
OG0002006	Lflavo2a010428P1	lcl|NW_015149047.1_prot_XP_015184055.1_15518, lcl|NW_015149047.1_prot_XP_015184056.1_15519, lcl|NW_015149047.1_prot_XP_015184057.1_15520, lcl|NW_015149047.1_prot_XP_015184058.1_15521, lcl|NW_015149047.1_prot_XP_015184054.1_15515, lcl|NW_015149047.1_prot_XP_015184052.1_15516, lcl|NW_015149047.1_prot_XP_015184053.1_15517
OG0002007	Lflavo2a012731P3, Lflavo2a012731P1, Lflavo2a012731P2	lcl|NW_015149120.1_prot_XP_015188309.1_19419
OG0002008	Lflavo2a008302P1	lcl|NW_015149016.1_prot_XP_015180462.1_12245
OG0002009	Lflavo2a004379P1, Lflavo2a004379P2	lcl|NW_015148972.1_prot_XP_015183838.1_1329, lcl|NW_015148972.1_prot_XP_015183847.1_1330, lcl|NW_015148972.1_prot_XP_015183866.1_1327, lcl|NW_015148972.1_prot_XP_015183857.1_1328
OG0002010	Lflavo2a011643P1	lcl|NW_015148988.1_prot_XP_015174241.1_6656, lcl|NW_015148988.1_prot_XP_015174242.1_6659, lcl|NW_015148988.1_prot_XP_015174240.1_6657, lcl|NW_015148988.1_prot_XP_015174239.1_6658
OG0002011	Lflavo2a004835P1	lcl|NW_015148972.1_prot_XP_015184353.1_1705, lcl|NW_015148972.1_prot_XP_015184343.1_1703, lcl|NW_015148972.1_prot_XP_015184360.1_1704
OG0002013	Lflavo2a002567P1	lcl|NW_015148982.1_prot_XP_015172636.1_5382
OG0002014	Lflavo2a001329P1	lcl|NW_015148988.1_prot_XP_015174340.1_6760, lcl|NW_015148988.1_prot_XP_015174339.1_6761
OG0002015	Lflavo2a008908P1, Lflavo2a008908P2	lcl|NW_015149041.1_prot_XP_015183436.1_15052
OG0002016	Lflavo2a004952P1	lcl|NW_015149000.1_prot_XP_015177103.1_9305, lcl|NW_015149000.1_prot_XP_015177104.1_9306, lcl|NW_015149000.1_prot_XP_015177105.1_9307, lcl|NW_015149000.1_prot_XP_015177107.1_9308
OG0002017	Lflavo2a014103P1	lcl|NW_015148977.1_prot_XP_015171060.1_3936, lcl|NW_015148977.1_prot_XP_015171055.1_3937, lcl|NW_015148977.1_prot_XP_015171056.1_3938, lcl|NW_015148977.1_prot_XP_015171058.1_3939, lcl|NW_015148977.1_prot_XP_015171059.1_3940
OG0002018	Lflavo2a008935P1, Lflavo2a008935P2	lcl|NW_015148973.1_prot_XP_015190351.1_2303, lcl|NW_015148973.1_prot_XP_015190352.1_2304
OG0002019	Lflavo2a008192P1, Lflavo2a008192P2	lcl|NW_015148975.1_prot_XP_015191148.1_3420, lcl|NW_015148975.1_prot_XP_015191149.1_3421, lcl|NW_015148975.1_prot_XP_015191150.1_3422
OG0002020	Lflavo2a012384P1	lcl|NW_015148975.1_prot_XP_015191472.1_3398, lcl|NW_015148975.1_prot_XP_015191471.1_3399
OG0002021	Lflavo2a004277P3, Lflavo2a004277P1, Lflavo2a004277P2, Lflavo2a004277P4	lcl|NW_015149052.1_prot_XP_015184515.1_16017, lcl|NW_015149052.1_prot_XP_015184516.1_16018, lcl|NW_015149052.1_prot_XP_015184517.1_16019
OG0002022	Lflavo2a011760P1	lcl|NW_015149039.1_prot_XP_015183151.1_14749
OG0002023	Lflavo2a010275P1	lcl|NW_015148972.1_prot_XP_015185690.1_1475
OG0002024	Lflavo2a012937P1	lcl|NW_015148975.1_prot_XP_015191075.1_3504, lcl|NW_015148975.1_prot_XP_015191076.1_3505, lcl|NW_015148975.1_prot_XP_015191077.1_3506, lcl|NW_015148975.1_prot_XP_015191078.1_3507, lcl|NW_015148975.1_prot_XP_015191080.1_3508, lcl|NW_015148975.1_prot_XP_015191081.1_3509, lcl|NW_015148975.1_prot_XP_015191082.1_3510, lcl|NW_015148975.1_prot_XP_015191083.1_3511, lcl|NW_015148975.1_prot_XP_015191084.1_3512, lcl|NW_015148975.1_prot_XP_015191085.1_3513
OG0002025	Lflavo2a009481P1	lcl|NW_015148977.1_prot_XP_015171146.1_4075
OG0002026	Lflavo2a007011P1	lcl|NW_015149041.1_prot_XP_015183397.1_15067, lcl|NW_015149041.1_prot_XP_015183399.1_15068
OG0002027	Lflavo2a009570P1, Lflavo2a009581P1	lcl|NW_015148990.1_prot_XP_015174765.1_7332, lcl|NW_015148990.1_prot_XP_015174767.1_7333, lcl|NW_015148990.1_prot_XP_015174766.1_7334
OG0002028	Lflavo2a008733P1	lcl|NW_015149024.1_prot_XP_015181597.1_13440, lcl|NW_015149024.1_prot_XP_015181596.1_13441
OG0002029	Lflavo2a003033P1	lcl|NW_015149008.1_prot_XP_015178559.1_10462, lcl|NW_015149008.1_prot_XP_015178560.1_10463
OG0002030	Lflavo2a009261P1	lcl|NW_015149019.1_prot_XP_015180937.1_12755, lcl|NW_015149019.1_prot_XP_015180935.1_12753
OG0002031	Lflavo2a009743P1	lcl|NW_015149022.1_prot_XP_015181208.1_13075, lcl|NW_015149022.1_prot_XP_015181209.1_13076, lcl|NW_015149022.1_prot_XP_015181210.1_13077
OG0002032	Lflavo2a004292P1, Lflavo2a004292P2	lcl|NW_015149051.1_prot_XP_015184403.1_15855, lcl|NW_015149051.1_prot_XP_015184405.1_15858, lcl|NW_015149051.1_prot_XP_015184404.1_15856, lcl|NW_015149051.1_prot_XP_015184402.1_15857
OG0002033	Lflavo2a009487P1	lcl|NW_015148973.1_prot_XP_015190465.1_2571, lcl|NW_015148973.1_prot_XP_015190464.1_2572
OG0002034	Lflavo2a003739P1	lcl|NW_015149083.1_prot_XP_015186674.1_17901, lcl|NW_015149083.1_prot_XP_015186675.1_17902, lcl|NW_015149083.1_prot_XP_015186676.1_17903
OG0002035	Lflavo2a002471P1, Lflavo2a002471P2	lcl|NW_015149074.1_prot_XP_015186115.1_17488, lcl|NW_015149074.1_prot_XP_015186114.1_17489, lcl|NW_015149074.1_prot_XP_015186111.1_17487, lcl|NW_015149074.1_prot_XP_015186112.1_17486, lcl|NW_015149074.1_prot_XP_015186116.1_17490
OG0002036	Lflavo2a009197P3, Lflavo2a009197P1, Lflavo2a009197P2	lcl|NW_015148971.1_prot_XP_015174957.1_1093
OG0002037	Lflavo2a011347P1, Lflavo2a013857P1	lcl|NW_015149075.1_prot_XP_015186281.1_17563
OG0002038	Lflavo2a012278P1, Lflavo2a012278P2	lcl|NW_015149058.1_prot_XP_015185009.1_16395, lcl|NW_015149058.1_prot_XP_015185008.1_16396
OG0002039	Lflavo2a003230P1	lcl|NW_015149068.1_prot_XP_015185741.1_17061
OG0002040	Lflavo2a007733P1	lcl|NW_015149024.1_prot_XP_015181648.1_13398, lcl|NW_015149024.1_prot_XP_015181645.1_13396, lcl|NW_015149024.1_prot_XP_015181647.1_13397, lcl|NW_015149024.1_prot_XP_015181646.1_13395, lcl|NW_015149024.1_prot_XP_015181642.1_13393, lcl|NW_015149024.1_prot_XP_015181643.1_13394
OG0002041	Lflavo2a005750P1	lcl|NW_015148973.1_prot_XP_015189040.1_2271
OG0002042	Lflavo2a012261P1	lcl|NW_015149045.1_prot_XP_015183906.1_15361
OG0002043	Lflavo2a006834P1, Lflavo2a006833P1, Lflavo2a006833P2	lcl|NW_015149055.1_prot_XP_015184722.1_16218
OG0002044	Lflavo2a012960P1	lcl|NW_015148975.1_prot_XP_015191047.1_3478, lcl|NW_015148975.1_prot_XP_015191051.1_3482, lcl|NW_015148975.1_prot_XP_015191046.1_3480, lcl|NW_015148975.1_prot_XP_015191048.1_3481, lcl|NW_015148975.1_prot_XP_015191050.1_3479, lcl|NW_015148975.1_prot_XP_015191045.1_3477
OG0002046	Lflavo2a001897P3, Lflavo2a001897P2, Lflavo2a001897P1	lcl|NW_015148992.1_prot_XP_015175352.1_7770
OG0002047	Lflavo2a005999P2, Lflavo2a005999P6, Lflavo2a005999P5, Lflavo2a005999P3, Lflavo2a005999P1, Lflavo2a005999P4	lcl|NW_015148998.1_prot_XP_015176547.1_8670
OG0002048	Lflavo2a002644P1, Lflavo2a002653P1	lcl|NW_015149009.1_prot_XP_015178619.1_10719
OG0002048	Lflavo2a002615P1	lcl|NW_015149009.1_prot_XP_015178621.1_10721
OG0002049	Lflavo2a014024P1, Lflavo2a013940P1	lcl|NW_015149042.1_prot_XP_015183511.1_15102
OG0002051	Lflavo2a007920P1	lcl|NW_015148972.1_prot_XP_015185162.1_1443
OG0002052	Lflavo2a013845P1	lcl|NW_015149005.1_prot_XP_015177793.1_9881
OG0002053	Lflavo2a010178P1, Lflavo2a010178P2	lcl|NW_015148987.1_prot_XP_015174118.1_6420, lcl|NW_015148987.1_prot_XP_015174119.1_6421, lcl|NW_015148987.1_prot_XP_015174120.1_6422
OG0002054	Lflavo2a010648P1	lcl|NW_015149043.1_prot_XP_015183588.1_15153
OG0002054	Lflavo2a006594P1	lcl|NW_015148971.1_prot_XP_015180681.1_1041
OG0002055	Lflavo2a012466P2, Lflavo2a012466P3	lcl|NW_015148977.1_prot_XP_015171402.1_3969, lcl|NW_015148977.1_prot_XP_015171400.1_3970, lcl|NW_015148977.1_prot_XP_015171401.1_3971
OG0002056	Lflavo2a010295P1	lcl|NW_015149041.1_prot_XP_015183509.1_14986
OG0002057	Lflavo2a003486P1, Lflavo2a003500P1	lcl|NW_015149080.1_prot_XP_015186455.1_17759, lcl|NW_015149080.1_prot_XP_015186452.1_17760, lcl|NW_015149080.1_prot_XP_015186453.1_17761, lcl|NW_015149080.1_prot_XP_015186450.1_17756, lcl|NW_015149080.1_prot_XP_015186454.1_17757, lcl|NW_015149080.1_prot_XP_015186451.1_17758
OG0002058	Lflavo2a007073P1	lcl|NW_015148990.1_prot_XP_015174614.1_7172
OG0002059	Lflavo2a013761P1	lcl|NW_015149060.1_prot_XP_015185116.1_16493
OG0002060	Lflavo2a011484P1	lcl|NW_015148982.1_prot_XP_015172768.1_5407, lcl|NW_015148982.1_prot_XP_015172769.1_5408, lcl|NW_015148982.1_prot_XP_015172770.1_5409, lcl|NW_015148982.1_prot_XP_015172771.1_5410
OG0002061	Lflavo2a008740P1	lcl|NW_015149031.1_prot_XP_015182313.1_14096
OG0002061	Lflavo2a013718P1	lcl|NW_015149114.1_prot_XP_015188133.1_19235, lcl|NW_015149114.1_prot_XP_015188132.1_19236
OG0002062	Lflavo2a011602P1, Lflavo2a011602P2	lcl|NW_015148988.1_prot_XP_015174289.1_6660, lcl|NW_015148988.1_prot_XP_015174290.1_6661
OG0002063	Lflavo2a008535P1	lcl|NW_015148996.1_prot_XP_015176140.1_8464, lcl|NW_015148996.1_prot_XP_015176141.1_8465, lcl|NW_015148996.1_prot_XP_015176143.1_8466
OG0002064	Lflavo2a009702P1	lcl|NW_015149019.1_prot_XP_015180951.1_12767
OG0002065	Lflavo2a006774P1	lcl|NW_015148979.1_prot_XP_015172081.1_4745
OG0002066	Lflavo2a008186P1	lcl|NW_015149026.1_prot_XP_015181811.1_13719, lcl|NW_015149026.1_prot_XP_015181808.1_13720, lcl|NW_015149026.1_prot_XP_015181809.1_13721, lcl|NW_015149026.1_prot_XP_015181810.1_13722
OG0002066	Lflavo2a008307P1	lcl|NW_015149026.1_prot_XP_015181802.1_13723
OG0002067	Lflavo2a013652P1	lcl|NW_015149051.1_prot_XP_015184390.1_15868, lcl|NW_015149051.1_prot_XP_015184391.1_15869, lcl|NW_015149051.1_prot_XP_015184392.1_15870
OG0002068	Lflavo2a011931P1	lcl|NW_015149142.1_prot_XP_015188827.1_19856, lcl|NW_015149142.1_prot_XP_015188826.1_19857, lcl|NW_015149142.1_prot_XP_015188825.1_19858, lcl|NW_015149142.1_prot_XP_015188824.1_19859
OG0002069	Lflavo2a011383P1	lcl|NW_015148978.1_prot_XP_015171462.1_4372
OG0002070	Lflavo2a007040P1	lcl|NW_015149239.1_prot_XP_015189676.1_20608, lcl|NW_015149300.1_prot_XP_015189753.1_20671, lcl|NW_015149122.1_prot_XP_015188419.1_19486, lcl|NW_015149018.1_prot_XP_015180776.1_12693, lcl|NW_015149018.1_prot_XP_015180777.1_12694, lcl|NW_015150223.1_prot_XP_015189965.1_20838
OG0002071	Lflavo2a003681P1	lcl|NW_015149013.1_prot_XP_015179777.1_11722, lcl|NW_015149013.1_prot_XP_015179776.1_11723
OG0002071	Lflavo2a007321P1	lcl|NW_015149013.1_prot_XP_015179705.1_11704, lcl|NW_015149013.1_prot_XP_015179706.1_11705
OG0002072	Lflavo2a001721P1	lcl|NW_015148976.1_prot_XP_015191628.1_3758, lcl|NW_015148976.1_prot_XP_015191627.1_3759, lcl|NW_015148976.1_prot_XP_015191626.1_3760
OG0002073	Lflavo2a003314P1	lcl|NW_015148980.1_prot_XP_015172240.1_4933, lcl|NW_015148980.1_prot_XP_015172241.1_4934, lcl|NW_015148980.1_prot_XP_015172242.1_4935, lcl|NW_015148980.1_prot_XP_015172244.1_4931, lcl|NW_015148980.1_prot_XP_015172239.1_4932
OG0002074	Lflavo2a003255P1	lcl|NW_015148993.1_prot_XP_015175529.1_7852, lcl|NW_015148993.1_prot_XP_015175527.1_7850, lcl|NW_015148993.1_prot_XP_015175528.1_7851
OG0002075	Lflavo2a006198P1	lcl|NW_015149005.1_prot_XP_015177891.1_10019
OG0002076	Lflavo2a010861P1	lcl|NW_015149086.1_prot_XP_015186873.1_18103
OG0002077	Lflavo2a004983P1	lcl|NW_015149194.1_prot_XP_015189522.1_20478, lcl|NW_015149194.1_prot_XP_015189523.1_20479
OG0002077	Lflavo2a008695P1	lcl|NW_015149082.1_prot_XP_015186622.1_17888
OG0002078	Lflavo2a008549P1	lcl|NW_015149614.1_prot_XP_015189867.1_20762
OG0002079	Lflavo2a011471P1	lcl|NW_015148986.1_prot_XP_015173814.1_6271, lcl|NW_015148986.1_prot_XP_015173815.1_6272, lcl|NW_015148986.1_prot_XP_015173816.1_6273
OG0002080	Lflavo2a005644P1	lcl|NW_015149136.1_prot_XP_015188750.1_19774, lcl|NW_015149136.1_prot_XP_015188751.1_19775
OG0002081	Lflavo2a004875P1	lcl|NW_015149151.1_prot_XP_015189035.1_20032, lcl|NW_015149151.1_prot_XP_015189036.1_20033, lcl|NW_015149151.1_prot_XP_015189037.1_20034
OG0002082	Lflavo2a000736P1	lcl|NW_015148986.1_prot_XP_015173668.1_6382, lcl|NW_015148986.1_prot_XP_015173661.1_6384, lcl|NW_015148986.1_prot_XP_015173662.1_6385, lcl|NW_015148986.1_prot_XP_015173663.1_6386, lcl|NW_015148986.1_prot_XP_015173664.1_6387, lcl|NW_015148986.1_prot_XP_015173665.1_6388, lcl|NW_015148986.1_prot_XP_015173666.1_6389, lcl|NW_015148986.1_prot_XP_015173667.1_6390, lcl|NW_015148986.1_prot_XP_015173660.1_6383
OG0002083	Lflavo2a001826P1	lcl|NW_015148991.1_prot_XP_015175037.1_7442, lcl|NW_015148991.1_prot_XP_015175038.1_7443
OG0002084	Lflavo2a012197P1	lcl|NW_015149061.1_prot_XP_015185247.1_16584
OG0002085	Lflavo2a007520P1, Lflavo2a007520P4	lcl|NW_015148973.1_prot_XP_015190435.1_2620, lcl|NW_015148973.1_prot_XP_015190433.1_2619, lcl|NW_015148973.1_prot_XP_015190434.1_2618, lcl|NW_015148973.1_prot_XP_015190432.1_2617
OG0002087	Lflavo2a008631P1	lcl|NW_015149055.1_prot_XP_015184767.1_16227, lcl|NW_015149055.1_prot_XP_015184768.1_16228
OG0002088	Lflavo2a001733P1	lcl|NW_015148993.1_prot_XP_015175517.1_7902, lcl|NW_015148993.1_prot_XP_015175518.1_7903
OG0002089	Lflavo2a011601P1, Lflavo2a011601P2, Lflavo2a011601P3	lcl|NW_015149074.1_prot_XP_015186189.1_17445, lcl|NW_015149074.1_prot_XP_015186191.1_17446, lcl|NW_015149074.1_prot_XP_015186192.1_17449, lcl|NW_015149074.1_prot_XP_015186190.1_17448, lcl|NW_015149074.1_prot_XP_015186188.1_17447
OG0002090	Lflavo2a000379P1	lcl|NW_015148997.1_prot_XP_015176362.1_8622
OG0002091	Lflavo2a003471P1, Lflavo2a003471P2	lcl|NW_015149008.1_prot_XP_015178503.1_10507, lcl|NW_015149008.1_prot_XP_015178505.1_10508, lcl|NW_015149008.1_prot_XP_015178506.1_10509, lcl|NW_015149008.1_prot_XP_015178507.1_10510
OG0002093	Lflavo2a008470P1	lcl|NW_015149099.1_prot_XP_015187574.1_18713, lcl|NW_015149099.1_prot_XP_015187579.1_18716, lcl|NW_015149099.1_prot_XP_015187576.1_18717, lcl|NW_015149099.1_prot_XP_015187575.1_18715, lcl|NW_015149099.1_prot_XP_015187578.1_18714
OG0002094	Lflavo2a004499P1	lcl|NW_015149016.1_prot_XP_015180362.1_12192
OG0002096	Lflavo2a007540P1	lcl|NW_015148976.1_prot_XP_015191677.1_3805, lcl|NW_015148976.1_prot_XP_015191678.1_3806, lcl|NW_015148976.1_prot_XP_015191676.1_3804
OG0002097	Lflavo2a006690P1	lcl|NW_015149020.1_prot_XP_015181050.1_12888, lcl|NW_015149020.1_prot_XP_015181051.1_12889, lcl|NW_015149020.1_prot_XP_015181052.1_12890, lcl|NW_015149020.1_prot_XP_015181053.1_12891, lcl|NW_015149020.1_prot_XP_015181054.1_12892
OG0002098	Lflavo2a006285P1, Lflavo2a006285P2	lcl|NW_015148976.1_prot_XP_015191827.1_3577, lcl|NW_015148976.1_prot_XP_015191825.1_3578
OG0002099	Lflavo2a001728P1	lcl|NW_015148993.1_prot_XP_015175525.1_7909, lcl|NW_015148993.1_prot_XP_015175526.1_7910
OG0002100	Lflavo2a008867P1	lcl|NW_015148990.1_prot_XP_015174803.1_7273, lcl|NW_015148990.1_prot_XP_015174801.1_7274, lcl|NW_015148990.1_prot_XP_015174802.1_7275
OG0002101	Lflavo2a000164P1	lcl|NW_015149023.1_prot_XP_015181410.1_13228, lcl|NW_015149023.1_prot_XP_015181407.1_13225, lcl|NW_015149023.1_prot_XP_015181408.1_13226, lcl|NW_015149023.1_prot_XP_015181409.1_13227
OG0002102	Lflavo2a004591P1	lcl|NW_015149039.1_prot_XP_015183228.1_14814, lcl|NW_015149039.1_prot_XP_015183229.1_14815
OG0002103	Lflavo2a008593P1	lcl|NW_015149060.1_prot_XP_015185113.1_16516
OG0002104	Lflavo2a003301P3, Lflavo2a003301P1, Lflavo2a003301P2	lcl|NW_015149084.1_prot_XP_015186803.1_18038
OG0002105	Lflavo2a006159P1	lcl|NW_015149055.1_prot_XP_015184807.1_16279, lcl|NW_015149055.1_prot_XP_015184808.1_16280, lcl|NW_015149055.1_prot_XP_015184810.1_16281, lcl|NW_015149055.1_prot_XP_015184811.1_16282
OG0002106	Lflavo2a005811P1, Lflavo2a005811P2	lcl|NW_015149083.1_prot_XP_015186657.1_17941
OG0002107	Lflavo2a011848P1	lcl|NW_015148999.1_prot_XP_015176996.1_9157
