Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0002190	Lflavo2a012531P3, Lflavo2a012531P1, Lflavo2a012531P2	XP_006566358.1, XP_397109.3
OG0002191	Lflavo2a005058P1	XP_016770496.1, XP_006566641.1, XP_006566631.1, XP_006566633.1, XP_006566634.1, XP_016770494.1, XP_016770495.1, XP_006566643.1, XP_006566642.1
OG0002192	Lflavo2a000030P1	XP_026299608.1, XP_006566789.1, XP_016770536.1, XP_016770535.1, XP_006566791.1, XP_006566792.1, XP_006566793.1, XP_006566794.1, XP_016770538.1, XP_026299609.1
OG0002193	Lflavo2a006951P1	XP_006566862.1, XP_396540.4
OG0002194	Lflavo2a004191P1	XP_006566920.1, XP_393860.4
OG0002195	Lflavo2a012183P1	XP_006566940.1, XP_392894.1
OG0002196	Lflavo2a012470P1	XP_006566957.1, XP_006566959.1, XP_006566958.1, XP_026300261.1, XP_006566950.1, XP_006566955.2, XP_026300263.1, XP_026300264.1, XP_026300265.1, XP_006566949.1, XP_026300262.1
OG0002198	Lflavo2a004648P1, Lflavo2a004648P2	XP_006567216.2, XP_016767200.1
OG0002199	Lflavo2a004621P1	XP_006567440.1, XP_392515.2
OG0002200	Lflavo2a010587P1	XP_006567507.1, XP_625021.3, XP_006567508.1
OG0002201	Lflavo2a010379P1	XP_026298607.1, XP_394780.3, XP_026298608.1, XP_026298609.1, XP_006567526.1, XP_016769435.1
OG0002203	Lflavo2a013956P1	XP_006567967.1, XP_006567968.1, XP_006567969.1, XP_006567970.1, XP_016767798.1
OG0002204	Lflavo2a002007P1	XP_006568027.2, XP_006568026.2, XP_026295306.1
OG0002205	Lflavo2a004637P1, Lflavo2a010137P1	XP_006568089.1, XP_006568090.1, XP_006568091.1, XP_006568092.1
OG0002206	Lflavo2a004387P1	XP_006568325.2, XP_623698.2
OG0002207	Lflavo2a002300P4, Lflavo2a002300P6, Lflavo2a002300P3, Lflavo2a002300P1, Lflavo2a002300P2, Lflavo2a002300P5	XP_006568397.1, XP_026297727.1
OG0002208	Lflavo2a008193P1	XP_006568414.1, XP_006568415.1
OG0002209	Lflavo2a005082P1	XP_006568498.2, XP_623065.2
OG0002210	Lflavo2a003179P2, Lflavo2a003179P3	XP_006568812.1, XP_026302302.1, XP_006568810.1, XP_006568811.1
OG0002211	Lflavo2a000159P3, Lflavo2a000159P1, Lflavo2a000159P2	XP_006568988.1, XP_006568989.1, XP_026302282.1, XP_624698.2
OG0002212	Lflavo2a000163P1	XP_006568992.1, XP_006568993.1, XP_006568995.1
OG0002213	Lflavo2a007010P1	XP_006569140.1, XP_394320.2
OG0002215	Lflavo2a001685P1, Lflavo2a001685P2, Lflavo2a001685P3	XP_006569373.1, XP_395102.3, XP_006569376.1, XP_006569378.1, XP_016767269.1
OG0002216	Lflavo2a001099P1, Lflavo2a001099P2	XP_006569678.1, XP_006569676.1, XP_006569677.1, XP_006569679.1
OG0002217	Lflavo2a008888P1	XP_006569978.1, XP_006569979.1, XP_016767694.1, XP_016767695.1, XP_016767696.1
OG0002218	Lflavo2a011469P1	XP_006570001.1, XP_395132.2
OG0002219	Lflavo2a010368P2, Lflavo2a010368P1, Lflavo2a010368P3	XP_016768047.2, XP_006570047.2, XP_623795.2
OG0002220	Lflavo2a003251P1	XP_393520.4, XP_006570092.1, XP_006570093.1, XP_006570094.1, XP_016767810.1, XP_026298138.1, XP_006570089.1, XP_006570091.1
OG0002221	Lflavo2a006141P1	XP_006570290.1, XP_026296543.1, XP_006570291.1, XP_026296544.1
OG0002222	Lflavo2a005502P1	XP_006570361.1, XP_006570359.1, XP_006570358.1, XP_026299391.1
OG0002223	Lflavo2a010994P1	XP_006570562.1, XP_006570561.1, XP_394622.2
OG0002224	Lflavo2a011729P1	XP_006570591.2, XP_006570592.2, XP_006570595.2, XP_006570596.2, XP_006570598.2
OG0002225	Lflavo2a010273P1	XP_016767071.1, XP_006570851.1, XP_395448.3, XP_016767086.1, XP_016767090.1
OG0002226	Lflavo2a001835P1	XP_006570965.1, XP_006570966.1, XP_026296972.1, XP_624796.2, XP_016768307.1, XP_026296973.1, XP_026296974.1
OG0002227	Lflavo2a008044P3, Lflavo2a008044P4, Lflavo2a008044P1, Lflavo2a008044P2	XP_006570975.1, XP_016768386.1
OG0002228	Lflavo2a009410P1	XP_006571068.1, XP_006571069.1, XP_006571070.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_016769192.1, XP_026295623.1
OG0002229	Lflavo2a013435P1	XP_006571195.2, XP_016772632.1, XP_623678.2
OG0002230	Lflavo2a010194P1, Lflavo2a010245P1	XP_006572010.1, XP_006572011.1, XP_016772804.1
OG0002231	Lflavo2a013020P1	XP_026298243.1, XP_393065.4, XP_006572035.2, XP_006572034.2, XP_026301766.1
OG0002232	Lflavo2a009957P1	XP_006572270.1, XP_016772938.1, XP_006572269.1, XP_395006.4
OG0002233	Lflavo2a001852P1	XP_006572338.2, XP_006572337.2, XP_006572335.2, XP_006572336.2
OG0002235	Lflavo2a003791P1	XP_016766371.2, XP_016766369.2, XP_016766368.2, XP_026295088.1
OG0002236	Lflavo2a012659P1	XP_395197.2, XP_016766415.1, XP_016766414.1
OG0002237	Lflavo2a001138P2	XP_026294693.1, XP_016766449.2, XP_026294692.1
OG0002238	Lflavo2a012875P1	XP_016766564.1
OG0002239	Lflavo2a004647P1, Lflavo2a004647P2	XP_016766759.2, XP_026295624.1, XP_026295625.1, XP_026295626.1
OG0002240	Lflavo2a010075P1	XP_016766925.1, XP_016766927.1
OG0002241	Lflavo2a006145P1	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1
OG0002242	Lflavo2a006463P1	XP_016767910.1, XP_016767911.1, XP_016767912.1, XP_016767913.1, XP_016767915.1, XP_016767916.1, XP_016767917.1
OG0002243	Lflavo2a002988P1	XP_026297201.1
OG0002245	Lflavo2a005839P2, Lflavo2a005839P1, Lflavo2a005839P3	XP_016768852.2, XP_026298372.1
OG0002246	Lflavo2a000146P1, Lflavo2a000146P2	XP_016769182.2, XP_016769183.2, XP_026297871.1, XP_016769185.2, XP_016769186.2
OG0002247	Lflavo2a010604P1	XP_016769264.1
OG0002247	Lflavo2a009664P1	XP_026301292.1
OG0002248	Lflavo2a008924P1	XP_016769679.1, XP_016769680.1
OG0002249	Lflavo2a003776P1	XP_016769921.1, XP_016769922.1, XP_026299190.1, XP_026299191.1, XP_026299192.1
OG0002250	Lflavo2a008666P1, Lflavo2a008666P2	XP_016770111.1
OG0002251	Lflavo2a000760P1	XP_016770365.1, XP_016770366.1, XP_016770368.1
OG0002252	Lflavo2a003216P1, Lflavo2a003216P2	XP_395686.2, XP_016770831.1, XP_026300738.1
OG0002253	Lflavo2a009043P1, Lflavo2a009043P2	XP_016770895.1, XP_393876.1
OG0002254	Lflavo2a013596P1, Lflavo2a013596P2	XP_016771723.2
OG0002255	Lflavo2a005906P1, Lflavo2a005906P2	XP_016772010.2
OG0002256	Lflavo2a005123P1	XP_016772038.1
OG0002257	Lflavo2a009100P1	XP_016772137.1, XP_394090.1
OG0002258	Lflavo2a006437P1	XP_016772171.1
OG0002260	Lflavo2a010494P1	XP_394179.4, XP_016772830.1
OG0002261	Lflavo2a013692P2, Lflavo2a013692P1, Lflavo2a013692P3, Lflavo2a013692P4	XP_016773003.2, XP_016773004.2, XP_016773005.2, XP_016773006.2, XP_016773007.2, XP_026301753.1
OG0002262	Lflavo2a012965P1	XP_016773033.1, XP_624322.1
OG0002263	Lflavo2a003441P1	XP_026296063.1, XP_026296071.1, XP_016773325.1, XP_026296049.1, XP_026296052.1, XP_026296054.1, XP_026296058.1, XP_026296082.1
OG0002265	Lflavo2a007223P1	XP_026295181.1
OG0002266	Lflavo2a013022P1, Lflavo2a013022P2	XP_026295226.1, XP_026295225.1, XP_026295227.1
OG0002267	Lflavo2a009425P1	XP_026295559.1, XP_026295563.1, XP_026295568.1, XP_026295571.1
OG0002270	Lflavo2a011724P1	XP_026295826.1
OG0002271	Lflavo2a005289P1	XP_026295980.1, XP_026295981.1
OG0002272	Lflavo2a005992P1	XP_026295984.1
OG0002273	Lflavo2a011002P1, Lflavo2a010998P1	XP_026296431.1
OG0002274	Lflavo2a004587P1	XP_624953.1, XP_026296451.1, XP_026296452.1
OG0002275	Lflavo2a004305P1, Lflavo2a004305P2	XP_026296876.1
OG0002276	Lflavo2a001548P1	XP_026297113.1, XP_026297115.1
OG0002277	Lflavo2a003992P1	XP_026297157.1, XP_026297158.1, XP_026297159.1, XP_026297160.1
OG0002278	Lflavo2a002956P1, Lflavo2a002956P2	XP_026297172.1, XP_026297173.1
OG0002279	Lflavo2a002321P1	XP_026297287.1
OG0002280	Lflavo2a008762P1, Lflavo2a007389P1, Lflavo2a007389P2	XP_026297298.1
OG0002281	Lflavo2a003187P1, Lflavo2a003187P2	XP_026297385.1, XP_026297386.1, XP_026297387.1
OG0002282	Lflavo2a007524P1	XP_026297444.1, XP_026297442.1, XP_026297443.1
OG0002283	Lflavo2a014172P1	XP_026297552.1
OG0002284	Lflavo2a001072P1	XP_026297583.1, XP_026297581.1, XP_026297587.1
OG0002285	Lflavo2a002382P1	XP_026297931.1, XP_026297932.1
OG0002286	Lflavo2a007595P1, Lflavo2a007592P1	XP_026297936.1, XP_026297937.1, XP_026297941.1
OG0002287	Lflavo2a002887P1, Lflavo2a002890P1	XP_026298062.1, XP_026298066.1
OG0002288	Lflavo2a009058P3, Lflavo2a009058P1, Lflavo2a009058P2	XP_026298072.1, XP_026298070.1, XP_026298071.1
OG0002289	Lflavo2a009952P1	XP_026298277.1, XP_026298278.1, XP_026298279.1
OG0002290	Lflavo2a012032P1	XP_026298307.1
OG0002291	Lflavo2a004798P1, Lflavo2a004798P2	XP_026298946.1, XP_391844.3
OG0002292	Lflavo2a000300P1	XP_026299161.1
OG0002293	Lflavo2a012415P1	XP_026299353.1, XP_026299352.1, XP_624060.4
OG0002294	Lflavo2a005428P1	XP_026299373.1, XP_026299371.1, XP_026299372.1
OG0002295	Lflavo2a006123P1, Lflavo2a006139P1	XP_026299490.1, XP_026299741.1
OG0002296	Lflavo2a000468P2, Lflavo2a000468P4, Lflavo2a000468P3	XP_026299733.1
OG0002297	Lflavo2a002354P1, Lflavo2a002354P2	XP_026299887.1, XP_394248.2
OG0002298	Lflavo2a000417P1	XP_026299908.1, XP_026299903.1, XP_026299904.1, XP_026299905.1, XP_026299906.1, XP_026299907.1, XP_026299909.1
OG0002299	Lflavo2a010354P1	XP_026299934.1, XP_026299935.1, XP_026299936.1, XP_026299937.1
OG0002300	Lflavo2a012696P1	XP_026300758.1, XP_026300759.1, XP_026300760.1
OG0002301	Lflavo2a003634P1, Lflavo2a003677P1	XP_026300868.1
OG0002302	Lflavo2a010316P1	XP_026300930.1, XP_026300931.1, XP_026300929.1, XP_026300933.1, XP_026300932.1, XP_026300934.1
OG0002303	Lflavo2a006845P1	XP_026301316.1, XP_026301317.1, XP_026301318.1, XP_026301319.1
OG0002304	Lflavo2a011120P5, Lflavo2a011120P7, Lflavo2a011120P8, Lflavo2a011120P2, Lflavo2a011120P4	XP_026301321.1, XP_026301322.1
OG0002305	Lflavo2a003703P1	XP_026301632.1
OG0002306	Lflavo2a001605P1	XP_026302168.1, XP_026302169.1
OG0002307	Lflavo2a009888P1	XP_392401.3
OG0002308	Lflavo2a002001P1	XP_392863.3
OG0002309	Lflavo2a000621P1	XP_393293.2
OG0002310	Lflavo2a013271P1	XP_393553.4
OG0002311	Lflavo2a010375P1	XP_393590.2
OG0002312	Lflavo2a011556P1	XP_393612.2
OG0002313	Lflavo2a010652P3, Lflavo2a010652P1, Lflavo2a010652P2	XP_393699.3
OG0002314	Lflavo2a011414P1	XP_394351.2
OG0002315	Lflavo2a005262P1	XP_394417.5
OG0002316	Lflavo2a000701P1	XP_394423.4
OG0002317	Lflavo2a007017P1	XP_394574.3
OG0002318	Lflavo2a004574P1	XP_394838.3
OG0002319	Lflavo2a010408P1, Lflavo2a010408P2	XP_395048.4
OG0002320	Lflavo2a008341P1, Lflavo2a008341P2	XP_395179.2
OG0002321	Lflavo2a005990P1	XP_395543.4
OG0002322	Lflavo2a007005P1	XP_396298.2
OG0002323	Lflavo2a001996P1	XP_623076.2
OG0002324	Lflavo2a004907P1, Lflavo2a004907P2	XP_623196.3, XP_623357.1
OG0002325	Lflavo2a005779P1	XP_623673.3
OG0002327	Lflavo2a014143P1	XP_623859.3
OG0002328	Lflavo2a002812P2, Lflavo2a002812P1, Lflavo2a002812P3	XP_624721.2
OG0002329	Lflavo2a011479P1	XP_624913.1
OG0002339	Lflavo2a012068P1	NP_001011625.1, XP_006561565.1, XP_026298380.1
OG0002340	Lflavo2a005796P1	XP_006566311.1, XP_006566313.1, NP_001014430.1, XP_006566312.1
OG0002343	Lflavo2a013672P1	NP_001071280.1, XP_026298398.1, XP_026298399.1, XP_026298400.1, XP_026298401.1, XP_026298402.1, XP_026298403.1
OG0002344	Lflavo2a000880P1	NP_001071285.1, XP_006560237.1
OG0002345	Lflavo2a013623P1	XP_026298421.1, NP_001071290.1, XP_026298420.1
OG0002346	Lflavo2a006889P1	NP_001091702.1, XP_026302166.1, XP_026302167.1
OG0002346	Lflavo2a007057P1	NP_001073563.2, XP_006568756.2
OG0002347	Lflavo2a013048P1	NP_001128419.1, XP_026300653.1, XP_026300733.1, NP_001136081.1, XP_006564307.1, XP_016768459.2, XP_026297792.1, XP_026297793.1, XP_026297794.1
OG0002349	Lflavo2a003819P1	NP_001158282.1
OG0002350	Lflavo2a000644P1	XP_026298263.1, XP_026298264.1
OG0002351	Lflavo2a004747P1	NP_001171499.1, XP_026301052.1, XP_026301053.1, XP_006563394.1
OG0002352	Lflavo2a006896P1	NP_001171538.1
OG0002353	Lflavo2a004785P1	NP_001229398.1, XP_026295758.1
OG0002354	Lflavo2a010174P1	XP_001119993.2, XP_006569834.1, NP_001314889.1, XP_026297807.1
OG0002355	Lflavo2a012900P1	XP_026298875.1, XP_026298876.1, NP_001314893.1, XP_016770050.2, XP_026298874.1
OG0002356	Lflavo2a004358P1	XP_001119908.1
OG0002357	Lflavo2a009205P3, Lflavo2a009205P6, Lflavo2a009205P5, Lflavo2a009205P4, Lflavo2a009205P1, Lflavo2a009205P2	XP_001119962.3
OG0002358	Lflavo2a012737P1	XP_006569511.1, XP_001119992.2, XP_006569512.1
OG0002359	Lflavo2a009419P1	XP_006571060.1, XP_001120030.2, XP_006571059.1
OG0002360	Lflavo2a003813P1, Lflavo2a003813P2	XP_001120159.2
OG0002361	Lflavo2a009244P1	XP_001120164.2
OG0002362	Lflavo2a011218P1	XP_001120202.2, XP_006562820.1
OG0002363	Lflavo2a002608P1	XP_001120371.1
OG0002364	Lflavo2a013490P2	XP_001120510.2, XP_016769668.1
OG0002365	Lflavo2a012235P1	XP_001120518.2
OG0002365	Lflavo2a012222P1	XP_026300413.1, XP_026300414.1
OG0002366	Lflavo2a010305P1	XP_006564921.2, XP_001120731.3, XP_006564920.2, XP_006564922.2
OG0002367	Lflavo2a011211P1	XP_006557796.1, XP_016772611.1
OG0002368	Lflavo2a002395P1	XP_001120910.2, XP_006561193.1, XP_006561194.1, XP_006561195.1
OG0002370	Lflavo2a004922P1	XP_001121251.1, XP_016773631.1
OG0002371	Lflavo2a004223P1	XP_001121422.2, XP_006561784.1, XP_006561785.1, XP_006561786.1, XP_006561787.1
OG0002372	Lflavo2a011932P1	XP_001121869.2, XP_026296772.1
OG0002373	Lflavo2a012107P1	XP_003249924.2
OG0002373	Lflavo2a012130P1	XP_001122039.4
OG0002374	Lflavo2a010418P1, Lflavo2a010418P2	XP_001122052.1, XP_006568797.1, XP_006568798.1
OG0002375	Lflavo2a013506P1	XP_001122103.1, XP_016769468.1
OG0002376	Lflavo2a012282P1	XP_001122159.1
OG0002377	Lflavo2a012162P1	XP_001122178.2, XP_026299730.1
OG0002378	Lflavo2a000541P1	XP_001122321.2
OG0002379	Lflavo2a009480P1	XP_001122623.2
OG0002380	Lflavo2a003820P1	XP_016769142.1, XP_001122742.2, XP_006558919.1, XP_006558920.1, XP_026298365.1
OG0002381	Lflavo2a013715P1, Lflavo2a013715P2	XP_006559093.2, XP_016772248.2, XP_001122933.3, XP_006559092.2, XP_016772250.2
OG0002382	Lflavo2a003470P1, Lflavo2a003466P1	XP_001122953.3, XP_001123230.2, XP_026298823.1, XP_003251589.1, XP_006570633.1, XP_006570637.2
OG0002383	Lflavo2a001355P1, Lflavo2a001347P1	XP_001122979.3, XP_006572131.2
OG0002384	Lflavo2a005568P1	XP_001123018.1, XP_003250702.1, XP_003250703.1
OG0002385	Lflavo2a004774P3, Lflavo2a004774P1, Lflavo2a004774P2, Lflavo2a004774P4	XP_001123355.3, XP_006566019.2
OG0002386	Lflavo2a006246P1	XP_003249231.1, XP_006558183.1, XP_016768356.1, XP_006558184.1, XP_016768357.1, XP_006558185.1
OG0002387	Lflavo2a002729P1	XP_003249660.1
OG0002388	Lflavo2a000926P1	XP_625028.1, XP_003249913.2
OG0002389	Lflavo2a011088P1	XP_003250076.3
OG0002390	Lflavo2a010386P1	XP_006563739.1, XP_006563738.1, XP_006563735.1, XP_006563736.1, XP_006563737.1, XP_003250307.1, XP_026301313.1
OG0002391	Lflavo2a006585P1	XP_395384.3, XP_003250351.1
OG0002392	Lflavo2a010067P1	XP_003250394.3
OG0002393	Lflavo2a008252P1	XP_016769865.1, XP_003250468.1, XP_016769866.1, XP_006564514.1, XP_006564513.1
OG0002394	Lflavo2a010227P1	XP_003250529.1, XP_624758.3
OG0002395	Lflavo2a007501P2, Lflavo2a007501P3	XP_003250614.1, XP_006565217.1
OG0002397	Lflavo2a012606P1	XP_003250866.2
OG0002398	Lflavo2a012746P1	XP_003250964.2, XP_006566909.2
OG0002399	Lflavo2a009038P1	XP_003250974.1, XP_016770899.1
OG0002400	Lflavo2a003781P2, Lflavo2a003781P1, Lflavo2a003781P3	XP_003250988.1, XP_006567286.1
OG0002401	Lflavo2a007240P1	XP_392921.1
OG0002402	Lflavo2a011632P1	XP_026299050.1, XP_393641.3, XP_003251188.1, XP_016773358.1, XP_006568200.1, XP_006568201.1, XP_026299047.1
OG0002403	Lflavo2a010364P1	XP_003251247.2, XP_016768882.2, XP_026298125.1, XP_026298126.1
OG0002404	Lflavo2a001104P1	XP_006568832.2, XP_003251267.3, XP_006568831.2
OG0002405	Lflavo2a011723P1	XP_006570603.1, XP_393205.4
OG0002406	Lflavo2a005116P1	XP_003251592.1, XP_006570674.1
OG0002407	Lflavo2a000749P1, Lflavo2a000749P2	XP_006557417.1, XP_026302117.1, XP_006557418.1
OG0002408	Lflavo2a004908P1	XP_006557454.2, XP_016766321.2, XP_392109.4
OG0002409	Lflavo2a000311P2, Lflavo2a000311P3	XP_006557469.1, XP_006557467.1, XP_006557468.1, XP_623952.2
OG0002410	Lflavo2a006609P1	XP_006557484.1
OG0002411	Lflavo2a000403P3, Lflavo2a000403P4, Lflavo2a000403P1, Lflavo2a000403P2	XP_006557490.2, XP_395698.4
OG0002412	Lflavo2a012308P1, Lflavo2a012308P2	XP_006557510.1
OG0002413	Lflavo2a001178P1	XP_006557720.1, XP_006557723.1, XP_396406.5
OG0002415	Lflavo2a011239P1	XP_016772610.1, XP_006557794.1, XP_016772609.1, XP_396394.3
OG0002416	Lflavo2a013218P1	XP_006557871.1, XP_006557870.1
OG0002417	Lflavo2a012525P1	XP_624284.3, XP_006557912.2, XP_026300470.1, XP_006557910.2, XP_016771210.2
OG0002418	Lflavo2a014175P1	XP_006558043.1
OG0002419	Lflavo2a008716P1	XP_026295504.1
OG0002419	Lflavo2a006020P1	XP_006558057.1, XP_624530.3
OG0002420	Lflavo2a001934P1	XP_026299381.1, XP_016770437.1, XP_006558108.1, XP_006558109.1, XP_006558110.1
OG0002421	Lflavo2a013604P1	XP_006558339.1, XP_016772339.1, XP_016772340.1
OG0002422	Lflavo2a005948P1, Lflavo2a005948P2	XP_006558380.2, XP_016771068.2, XP_396981.5, XP_026300082.1
OG0002423	Lflavo2a002068P1	XP_006558458.1, XP_016766650.1, XP_016766651.1, XP_016766652.1
OG0002424	Lflavo2a010541P1	XP_006558490.2, XP_395034.3
OG0002426	Lflavo2a011721P1	XP_016767505.1, XP_006558773.1, XP_395928.4
OG0002427	Lflavo2a005668P1, Lflavo2a005668P2	XP_006558885.1, XP_016770032.1, XP_016770033.1, XP_026298877.1, XP_026298878.1, XP_026298879.1
OG0002428	Lflavo2a005662P1	XP_026299297.1, XP_006559127.1, XP_006559128.1, XP_026299295.1, XP_395933.4, XP_026299296.1
OG0002429	Lflavo2a003032P1, Lflavo2a003032P2	XP_006559161.1, XP_016766202.1, XP_006559164.1
OG0002430	Lflavo2a000370P1	XP_006559185.1, XP_396723.3
OG0002431	Lflavo2a014285P1	XP_006559325.2, XP_026300100.1
OG0002432	Lflavo2a010172P4, Lflavo2a010172P2, Lflavo2a010172P1, Lflavo2a010172P3	XP_006559359.1, XP_016771926.1, XP_016771929.1, XP_016771927.1, XP_016771928.1
OG0002433	Lflavo2a013171P1	XP_006559390.1, XP_006559391.1, XP_016771285.1
OG0002434	Lflavo2a003586P1	XP_006559720.1, XP_006559719.1, XP_026298059.1
OG0002435	Lflavo2a011633P1, Lflavo2a011633P2, Lflavo2a011633P4, Lflavo2a011633P5, Lflavo2a011633P3	XP_006559757.1
OG0002436	Lflavo2a012933P1	XP_006560029.2, XP_396958.5
OG0002437	Lflavo2a007286P1	XP_006560052.1, XP_006560053.1, XP_006560054.1
OG0002438	Lflavo2a013034P1	XP_006560091.1
OG0002439	Lflavo2a013522P1	XP_006560170.1, XP_397047.2
OG0002440	Lflavo2a009080P1	XP_006560199.1, XP_006560197.1, XP_006560198.1
OG0002441	Lflavo2a002697P1, Lflavo2a002697P2, Lflavo2a002697P3	XP_006560252.1, XP_391994.1
OG0002442	Lflavo2a010887P1	XP_006560386.1, XP_026300614.1, XP_391979.3
OG0002443	Lflavo2a009850P1	XP_006560483.2, XP_006560484.2, XP_396991.5
OG0002444	Lflavo2a012723P1	XP_623913.2, XP_006560678.1, XP_006560679.1
OG0002445	Lflavo2a014027P1	XP_006560787.1, XP_006560786.2, XP_006560785.2, XP_392251.6
OG0002446	Lflavo2a003119P1, Lflavo2a003119P2	XP_006561041.2, XP_016772343.2, XP_396227.5
OG0002447	Lflavo2a009594P1	XP_016772034.2, XP_006561076.2, XP_016772032.2, XP_006561077.2, XP_026301127.1, XP_016772036.2, XP_006561078.2
OG0002448	Lflavo2a009717P1	XP_006561130.2, XP_006561131.2, XP_396579.3
OG0002449	Lflavo2a004079P1	XP_006561260.1, XP_026300193.1, XP_026300194.1, XP_026300195.1, XP_016770977.1
OG0002450	Lflavo2a000434P1	XP_016768853.1, XP_006561514.1, XP_016768854.1
OG0002451	Lflavo2a002411P1	XP_006561680.1, XP_395392.3
OG0002452	Lflavo2a009375P1	XP_006561685.1
OG0002453	Lflavo2a005012P1	XP_396412.4, XP_006561689.2, XP_006561690.2
OG0002454	Lflavo2a011096P1	XP_006561691.1, XP_396411.5
OG0002455	Lflavo2a013530P1, Lflavo2a013530P2	XP_006561725.2, XP_006561724.2, XP_006561723.2, XP_016769464.2, XP_016769465.2
OG0002456	Lflavo2a004197P1	XP_006561789.1, XP_016769571.1, XP_006561790.1
OG0002457	Lflavo2a006536P1	XP_006562211.1
OG0002458	Lflavo2a006385P1	XP_006562530.1, XP_624254.3
OG0002459	Lflavo2a005260P1	XP_006562541.1, XP_016768150.1, XP_392426.3
OG0002460	Lflavo2a008068P1	XP_006562841.1, XP_026297498.1, XP_026297501.1, XP_026297506.1
OG0002461	Lflavo2a000548P1	XP_006562864.1, XP_624526.2
OG0002462	Lflavo2a002438P1	XP_006562884.1, XP_006562885.1
OG0002463	Lflavo2a008572P1	XP_006562927.1, XP_392683.1
OG0002464	Lflavo2a009319P2, Lflavo2a009319P1, Lflavo2a009319P3, Lflavo2a009319P5, Lflavo2a009319P4	XP_006562936.2, XP_006562935.2, XP_396062.4
OG0002465	Lflavo2a002888P1	XP_006562949.1
OG0002466	Lflavo2a007292P1	XP_006563064.1, XP_624869.1
OG0002468	Lflavo2a005987P1, Lflavo2a005887P1	XP_006563200.1, XP_016772512.1, XP_016772513.1
OG0002469	Lflavo2a005384P1, Lflavo2a005384P2	XP_006563372.2, XP_395879.4
OG0002470	Lflavo2a004304P1	XP_006563444.1, XP_623915.2
OG0002471	Lflavo2a009076P1, Lflavo2a009067P1, Lflavo2a009067P2	XP_016772084.2, XP_006563497.3
OG0002472	Lflavo2a008511P1, Lflavo2a008511P2	XP_006563718.1, XP_006563719.1
OG0002473	Lflavo2a009263P1	XP_006563721.2, XP_392050.5
OG0002474	Lflavo2a004738P1	XP_006563732.1, XP_394055.2, XP_016772191.1
OG0002475	Lflavo2a003651P1	XP_006563740.2, XP_006563741.2, XP_623497.2
OG0002476	Lflavo2a008008P1, Lflavo2a008008P2, Lflavo2a008008P3	XP_026301445.1, XP_026301444.1, XP_006563756.3
OG0002477	Lflavo2a009245P1	XP_006563999.1, XP_393495.3
OG0002478	Lflavo2a002028P2, Lflavo2a002028P1, Lflavo2a002028P3	XP_006564069.2, XP_006564070.2
OG0002479	Lflavo2a009723P1	XP_006564096.1, XP_006564095.1, XP_016770571.1
OG0002480	Lflavo2a011330P1	XP_392181.4, XP_006564266.1, XP_026296383.1, XP_006564260.1, XP_006564261.1, XP_006564263.1, XP_026296381.1
OG0002481	Lflavo2a004606P1, Lflavo2a004606P2	XP_006564268.2
OG0002482	Lflavo2a008058P1	XP_006564481.1
OG0002484	Lflavo2a012150P1	XP_006564665.1, XP_006564664.1, XP_392763.3
OG0002485	Lflavo2a012271P1	XP_006564744.1, XP_006564743.1, XP_016769113.2
OG0002486	Lflavo2a003642P1	XP_006564997.2, XP_006564998.2
OG0002487	Lflavo2a010097P1	XP_006565041.1, XP_016769478.1, XP_026301254.1, XP_026301262.1, XP_016769477.1
OG0002488	Lflavo2a010131P1	XP_006565046.2
OG0002489	Lflavo2a010080P1	XP_006565051.1, XP_006565049.1, XP_006565050.1
OG0002490	Lflavo2a001285P1	XP_006565218.1, XP_395917.2
OG0002491	Lflavo2a006686P1	XP_006565259.1, XP_006565261.1, XP_006565262.1
OG0002492	Lflavo2a001074P7, Lflavo2a001074P6, Lflavo2a001074P1, Lflavo2a001074P3, Lflavo2a001074P2	XP_006565314.3
OG0002493	Lflavo2a003226P3, Lflavo2a003226P1, Lflavo2a003226P4, Lflavo2a003226P2, Lflavo2a003226P5, Lflavo2a003226P6	XP_006565329.1
OG0002494	Lflavo2a003242P1, Lflavo2a003175P1	XP_006565333.1, XP_006565334.1
OG0002495	Lflavo2a002822P1	XP_006565346.1, XP_393244.1
OG0002496	Lflavo2a011036P1	XP_006565417.2, XP_026297022.1, XP_397600.5, XP_006565418.2
OG0002497	Lflavo2a010974P3, Lflavo2a010974P2, Lflavo2a010974P1, Lflavo2a010974P4	XP_006565420.1, XP_006565421.1
OG0002498	Lflavo2a012674P1	XP_006565482.2, XP_026297081.1
OG0002499	Lflavo2a011739P1	XP_006565495.2, XP_006565496.2
OG0002500	Lflavo2a006724P1	XP_006565670.1
OG0002501	Lflavo2a007864P1	XP_006565723.1, XP_016771782.1
OG0002502	Lflavo2a003617P1	XP_006565842.1, XP_392026.2
OG0002503	Lflavo2a014263P1	XP_006565854.1, XP_006565855.1, XP_006565856.1
OG0002504	Lflavo2a001584P1	XP_006565984.1, XP_006565985.1, XP_016766390.1
OG0002505	Lflavo2a003384P1, Lflavo2a003384P2	XP_006566041.1, XP_006566038.1, XP_006566039.1, XP_026300922.1
